3.500000000000000000e+02,1.273350984425057504e+03
3.600000000000000000e+02,1.269333426170383063e+03
3.700000000000000000e+02,1.265891495687931183e+03
3.800000000000000000e+02,1.262067546425357250e+03
3.900000000000000000e+02,1.257918648575642464e+03
4.000000000000000000e+02,1.254276679151584858e+03
4.100000000000000000e+02,1.250205033213678917e+03
4.200000000000000000e+02,1.246030810551944796e+03
4.300000000000000000e+02,1.241431164671532542e+03
4.400000000000000000e+02,1.237276434993000521e+03
4.500000000000000000e+02,1.233091166398860196e+03
4.600000000000000000e+02,1.228754016920807999e+03
4.700000000000000000e+02,1.223480742712228675e+03
4.800000000000000000e+02,1.219060767727727125e+03
4.900000000000000000e+02,1.214594767096790065e+03
