Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long 
2900200.00 29743.9355 2687.22119 1663.02942 1262.48816 4091.19312 1277.90881 29.2108555 -5.71945286 31.1020145 -75.7334976
2900400.00 29743.9355 3317.66626 1676.16138 1230.18457 4345.49951 1233.72266 40.8436775 -5.71945286 31.3224125 -75.7041092
2900600.00 29743.9355 3788.85645 1697.33765 1274.89722 4615.78320 1290.96814 28.5961914 -5.71945286 31.0578289 -75.7250137
2900800.00 29743.9355 4134.19678 1683.50024 1296.63647 4773.48828 1315.00366 26.4625549 -5.71945286 30.9135761 -75.7432938
2901000.00 29743.9355 3269.24365 1648.86096 1232.63428 4299.64355 1248.11670 29.3827438 -5.71945286 30.8640099 -75.7290878
2901200.00 29743.9355 2718.67505 1649.80334 1326.47607 4155.59912 1327.19604 43.9495087 -5.71945286 31.0129414 -75.6823273
2901400.00 29743.9355 2785.26172 1660.55188 1283.32495 4152.08105 1305.35950 22.8860321 -5.71945286 30.7739201 -75.6944122
2901600.00 29743.9355 3671.01660 1623.11560 1213.98926 4429.53613 1224.90759 33.8997879 -5.71945286 30.8553791 -75.6735229
2901800.00 29743.9355 4151.77148 1696.82788 1267.42432 4765.22754 1271.54016 41.1679459 -5.71945286 30.4509201 -75.7348099
2902000.00 29743.9355 4844.50098 1690.54749 1241.75354 5033.77197 1255.68762 31.4836597 -5.71945286 30.3052177 -75.7229080
2902200.00 29743.9355 4732.52246 1659.43164 1280.65613 4992.98389 1306.52478 19.3735638 -5.71945286 30.5228691 -75.7651672
2902400.00 29743.9355 4725.46143 1735.41235 1267.33240 5052.57812 1276.60742 36.2961082 -5.71945286 30.2098351 -75.7809296
2902600.00 29743.9355 3872.60913 1671.03015 1264.07751 4614.98633 1281.85535 27.4912987 -5.71945286 30.5048714 -75.7739944
2902800.00 29743.9355 4416.07471 1709.09949 1299.45935 4924.18506 1297.04260 47.4917450 -5.71945286 30.6999168 -75.7750092
2903000.00 29743.9355 4044.11035 1723.41064 1294.21326 4771.89746 1322.01245 17.2687607 -5.71945286 30.7020092 -75.7699966
2903200.00 29743.9355 3718.91260 1706.82922 1224.31726 4544.35400 1254.44714 14.9352837 -5.71945286 30.6446190 -75.7098618
2903400.00 29743.9355 3474.45264 1695.81006 1305.55444 4508.52930 1321.44629 29.3521538 -5.71945286 30.4303493 -75.6744919
2903600.00 29743.9355 4349.25684 1710.04285 1277.64490 4874.32910 1311.46338 11.5314312 -5.71945286 30.3582325 -75.7081833
2903800.00 29743.9355 4104.14600 1672.25574 1271.73401 4724.30566 1300.62451 16.3253956 -5.71945286 30.4797821 -75.6957626
2904000.00 29743.9355 3750.81030 1681.84875 1274.46716 4583.36035 1309.41846 10.0290956 -5.71945286 30.6625767 -75.6428986
2904200.00 29743.9355 3159.85474 1641.55005 1284.63513 4296.88184 1318.24866 11.5714817 -5.71945286 30.5285683 -75.7135849
2904400.00 29743.9355 4497.99805 1705.80115 1307.50122 4964.46533 1319.27722 33.3798180 -5.71945286 30.5816116 -75.7374344
2904600.00 29743.9355 4427.89111 1662.89966 1299.31006 4882.96143 1314.59863 29.6534519 -5.71945286 30.7903786 -75.7323074
2904800.00 29743.9355 3260.31201 1654.61060 1295.10083 4363.98535 1321.39819 18.7081032 -5.71945286 30.7298145 -75.7352753
2905000.00 29743.9355 2052.71338 1696.10498 1311.12646 3897.66748 1335.04700 20.7252712 -5.71945286 31.0714417 -75.7172012
2905200.00 29743.9355 2234.11279 1690.65027 1208.47559 3868.25000 1212.99780 40.0352745 -5.71945286 31.1703625 -75.7278824
2905400.00 29743.9355 3102.50439 1747.04492 1243.02014 4335.88428 1260.61584 27.1383419 -5.71945286 30.9828682 -75.7168808
2905600.00 29743.9355 3713.24048 1682.62659 1280.88330 4574.25732 1279.50610 46.3807373 -5.71945286 30.7412033 -75.7447891
2905800.00 29743.9355 4063.59473 1699.72009 1267.77734 4730.22314 1286.68140 25.5685577 -5.71945286 31.2035503 -75.6762543
2906000.00 29743.9355 3840.92505 1696.43066 1275.01172 4637.57715 1295.08020 24.4581299 -5.71945286 31.1737862 -75.7004547
2906200.00 29743.9355 4306.23438 1694.34924 1250.57129 4812.89990 1263.79260 31.2251320 -5.71945286 31.2477055 -75.6941071
2906400.00 29743.9355 3128.15063 1623.60938 1289.57385 4270.12744 1296.67249 37.5930214 -5.71945286 30.9987640 -75.6904602
2906600.00 29743.9355 3415.82959 1668.70496 1353.69958 4504.13916 1365.95105 32.6307869 -5.71945286 30.8255863 -75.7079315
2906800.00 29743.9355 2252.60449 1659.09875 1282.05286 3918.29712 1303.23328 23.9985447 -5.71945286 30.5914249 -75.7702942
2907000.00 29743.9355 2132.93848 1676.89465 1255.05420 3857.18530 1299.19495 1.00454128 -5.71945286 30.6060696 -75.7513428
2907200.00 29743.9355 3058.91260 1700.16284 1264.48584 4291.55859 1277.33459 32.0142097 -5.71945286 30.8638668 -75.7268295
2907400.00 29743.9355 4721.78857 1778.87732 1272.84814 5099.96582 1290.74475 26.7525616 -5.71945286 31.0690975 -75.7182465
2907600.00 29743.9355 4834.98682 1669.44348 1266.72961 5033.51709 1269.25122 42.4533463 -5.71945286 30.7321110 -75.7070160
