Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long 
2300200.00 30299.1562 3044.09131 1690.75171 1191.04504 4226.92627 1303.74475 -68.4453049 -5.61464596 31.2314167 -75.4856949
2300400.00 30299.1562 3801.81396 1648.29553 1143.28381 4471.53271 1264.67944 -76.7922211 -5.61464596 30.9419346 -75.5453491
2300600.00 30299.1562 2560.25708 1699.61023 1195.00256 4025.94458 1298.89819 -58.4891930 -5.61464596 30.1564312 -75.5628357
2300800.00 30299.1562 4397.92969 1684.33862 1213.48743 4841.19238 1314.00842 -55.2465210 -5.61464596 30.2882557 -75.5627365
2301000.00 30299.1562 2681.08398 1669.86743 1136.57178 3991.16235 1243.36487 -61.7316589 -5.61464596 30.4946766 -75.5561142
2301200.00 30299.1562 3558.30396 1682.35559 1168.64172 4423.34814 1279.91748 -66.1733017 -5.61464596 30.4517803 -75.5542831
2301400.00 30299.1562 1911.26697 1680.71350 1194.41040 3719.67871 1305.58289 -66.2519226 -5.61464596 30.6664429 -75.5870361
2301600.00 30299.1562 2959.31372 1683.92603 1176.93445 4168.52832 1291.72217 -69.9042587 -5.61464596 30.7320881 -75.6156006
2301800.00 30299.1562 1135.24231 1686.32202 1144.55505 3332.52026 1257.05457 -67.6011276 -5.61464596 30.7024879 -75.6008987
2302000.00 30299.1562 2316.68213 1722.15796 1200.44312 3946.30151 1307.63684 -62.3755684 -5.61464596 30.7840118 -75.6021805
2302200.00 30299.1562 716.149414 1703.10693 1164.80103 3184.36157 1277.80896 -67.8122559 -5.61464596 30.3626728 -75.5583344
2302400.00 30299.1562 1500.74072 1667.96912 1201.64294 3532.76270 1319.70483 -73.3338470 -5.61464596 30.8487663 -75.5767212
2302600.00 30299.1562 52.7780037 1683.94482 1177.47961 2884.74609 1291.98059 -70.1430969 -5.61464596 31.1612911 -75.5192032
2302800.00 30299.1562 1801.25378 1690.06726 1175.38525 3661.39429 1285.17505 -65.1628036 -5.61464596 30.9303036 -75.5572739
2303000.00 30299.1562 1011.62238 1691.65906 1224.04956 3362.72656 1333.58179 -64.9418945 -5.61464596 30.9656830 -75.5559387
2303200.00 30299.1562 2195.51978 1666.44556 1242.33276 3878.93945 1356.64307 -69.7294617 -5.61464596 30.9735718 -75.5544281
2303400.00 30299.1562 614.820923 1714.45337 1121.33496 3107.46680 1239.93738 -74.2290955 -5.61464596 31.1681156 -75.5413513
2303600.00 30299.1562 2423.69824 1732.41833 1212.16370 4015.57080 1319.44067 -62.9744415 -5.61464596 31.2342453 -75.5367813
2303800.00 30299.1562 2011.73938 1716.99390 1160.59119 3766.53687 1274.40723 -69.5320740 -5.61464596 31.2447872 -75.5287552
2304000.00 30299.1562 4696.66064 1681.03625 1187.40186 4943.80811 1293.46265 -62.0113564 -5.61464596 31.4439907 -75.4935608
2304200.00 30299.1562 2726.70923 1723.24084 1259.61316 4187.73779 1367.49414 -63.7388382 -5.61464596 31.3012543 -75.4435120
2304400.00 30299.1562 3657.95923 1671.14917 1184.08008 4471.61621 1286.53564 -58.3289108 -5.61464596 31.3452930 -75.4719009
2304600.00 30299.1562 2876.65625 1656.84778 1215.13354 4143.12451 1332.56470 -73.2363586 -5.61464596 31.2625980 -75.4572983
2304800.00 30299.1562 4879.18652 1739.59595 1186.04932 5081.67041 1303.49170 -73.2946243 -5.61464596 31.3294411 -75.4772263
2305000.00 30299.1562 4519.64551 1638.75854 1166.16284 4802.07178 1279.67737 -69.3667221 -5.61464596 31.3113499 -75.4591675
2305200.00 30299.1562 5543.04736 1692.87329 1204.54175 5346.78857 1307.39197 -58.0850563 -5.61464596 30.7541294 -75.5193634
2305400.00 30299.1562 4724.37451 1676.89795 1228.13232 4992.64697 1336.51794 -63.6003418 -5.61464596 30.7028046 -75.4880066
2305600.00 30299.1562 5689.14600 1638.50342 1213.84192 5366.27734 1316.16235 -57.5570107 -5.61464596 30.7558937 -75.5192642
2305800.00 30299.1562 5475.28711 1655.50598 1119.54321 5194.48096 1236.94141 -72.5304031 -5.61464596 30.6223507 -75.4900894
2306000.00 30299.1562 5821.64062 1732.79578 1146.14551 5451.42041 1251.34729 -60.2350197 -5.61464596 30.5236969 -75.4905014
2306200.00 30299.1562 4506.90332 1661.70190 1230.66760 4883.88965 1338.02148 -62.0439568 -5.61464596 30.2303219 -75.5402832
2306400.00 30299.1562 3695.94019 1586.90234 1210.93530 4431.00781 1324.04639 -67.7319641 -5.61464596 30.1737347 -75.5528183
2306600.00 30299.1562 3472.54077 1731.81824 1179.63623 4445.90820 1292.82166 -68.2148209 -5.61464596 30.5675278 -75.5382004
2306800.00 30299.1562 2467.11743 1689.36511 1218.56335 3998.10352 1336.18506 -72.4562225 -5.61464596 30.3998184 -75.5653458
2307000.00 30299.1562 2695.51318 1604.78540 1197.70374 3993.58813 1301.68542 -58.6485596 -5.61464596 30.2128258 -75.5459061
2307200.00 30299.1562 3151.75684 1682.46863 1184.86377 4260.03760 1295.37976 -65.1596527 -5.61464596 30.2666092 -75.6228714
2307400.00 30299.1562 3586.66284 1673.70959 1166.30920 4424.90088 1281.95349 -70.8844528 -5.61464596 30.7758904 -75.5358124
2307600.00 30299.1562 3077.73291 1676.61182 1104.31470 4140.92188 1226.80261 -77.6413269 -5.61464596 30.7079506 -75.5545120
2307800.00 30299.1562 2929.41919 1702.20544 1172.61951 4169.28271 1280.60803 -62.7048569 -5.61464596 30.2771091 -75.5607224
2308000.00 30299.1562 2278.10864 1682.34460 1149.86096 3838.86108 1260.54590 -65.4047318 -5.61464596 30.3333969 -75.6135864
2308200.00 30299.1562 2278.69507 1713.33972 1119.81946 3840.07373 1233.67957 -68.9144592 -5.61464596 30.6787357 -75.6243973
2308400.00 30299.1562 2582.15918 1680.80835 1194.32007 4016.13843 1309.84094 -70.7610016 -5.61464596 30.7940121 -75.5539474
2308600.00 30299.1562 2947.94482 1695.55896 1176.14600 4174.34912 1280.97046 -60.4387627 -5.61464596 31.1254005 -75.5109711
2308800.00 30299.1562 3070.26880 1735.09875 1198.57922 4290.37451 1302.57544 -59.5047722 -5.61464596 31.0380058 -75.5294800
2309000.00 30299.1562 3414.29395 1647.76929 1178.22815 4334.71289 1287.61353 -64.7955627 -5.61464596 30.9446793 -75.5345001
2309200.00 30299.1562 3218.21948 1734.52478 1156.72095 4313.31934 1282.05005 -80.7967682 -5.61464596 30.9889145 -75.5211639
2309400.00 30299.1562 4009.29834 1752.98108 1234.77087 4759.38916 1336.26013 -56.5990944 -5.61464596 30.6315784 -75.5216827
2309600.00 30299.1562 2878.08447 1649.23425 1248.84717 4169.85547 1350.75354 -57.2452164 -5.61464596 30.8003807 -75.4616394
2309800.00 30299.1562 3132.74097 1690.41016 1165.35168 4240.06396 1276.76526 -67.2170029 -5.61464596 31.2321644 -75.4288254
2310000.00 30299.1562 2892.43042 1680.79626 1218.31958 4177.22900 1318.93726 -56.1243935 -5.61464596 30.9343281 -75.4274979
2310200.00 30299.1562 2536.67651 1694.18616 1231.95325 4047.05151 1345.89294 -69.3433762 -5.61464596 30.8367519 -75.4329147
2310400.00 30299.1562 2381.85400 1686.40747 1161.79395 3900.70020 1276.54321 -69.5948639 -5.61464596 30.3224373 -75.4768448
2310600.00 30299.1562 2667.13867 1726.10522 1171.77856 4076.44458 1283.44263 -66.5247650 -5.61464596 30.3430157 -75.4822235
2310800.00 30299.1562 2409.63232 1760.13086 1211.17444 4036.07886 1321.78296 -65.7608871 -5.61464596 30.6548634 -75.5024261
2311000.00 30299.1562 1985.99365 1656.24890 1201.55847 3735.38257 1314.93933 -68.4200287 -5.61464596 30.5784817 -75.5392303
2311200.00 30299.1562 1655.01318 1674.92334 1242.27344 3648.51758 1354.04749 -66.7188492 -5.61464596 30.4782391 -75.5334778
2311400.00 30299.1562 2547.01929 1741.47375 1166.94897 4033.90479 1282.63745 -70.7173843 -5.61464596 30.5999374 -75.5710754
2311600.00 30299.1562 2570.35449 1660.01111 1158.16455 3953.96924 1271.80225 -68.6317673 -5.61464596 30.6112843 -75.6173553
2311800.00 30299.1562 2731.16504 1726.63855 1193.90613 4127.39746 1298.83716 -60.0189552 -5.61464596 30.6856632 -75.5978317
2312000.00 30299.1562 3059.97339 1690.69775 1189.84656 4232.69189 1289.31567 -54.7054596 -5.61464596 30.8479252 -75.6115189
2312200.00 30299.1562 3179.38940 1738.98682 1125.86365 4269.76611 1244.25635 -74.1305237 -5.61464596 31.2817097 -75.5437088
2312400.00 30299.1562 3767.20605 1629.45752 1136.14624 4430.26465 1254.82214 -74.3804626 -5.61464596 31.2463875 -75.5419235
2312600.00 30299.1562 4099.09912 1682.03064 1177.06226 4670.41162 1282.02991 -60.8754311 -5.61464596 31.4135265 -75.5057373
2312800.00 30299.1562 4538.66406 1676.23682 1215.57471 4897.36621 1324.15833 -63.8771057 -5.61464596 30.8515606 -75.5580750
2313000.00 30299.1562 2808.61060 1667.30615 1145.26465 4053.64551 1254.58337 -64.6261215 -5.61464596 30.8472633 -75.5399246
2313200.00 30299.1562 2302.30933 1697.84387 1180.53540 3895.72876 1300.11255 -75.3125153 -5.61464596 31.2800827 -75.5446930
2313400.00 30299.1562 2648.09131 1667.58435 1230.46875 4068.19727 1346.52405 -71.4178543 -5.61464596 30.9718437 -75.6092606
2313600.00 30299.1562 3568.04443 1707.41028 1166.76123 4450.82666 1288.41345 -76.7855072 -5.61464596 30.7458611 -75.6125107
2313800.00 30299.1562 3015.85742 1683.62207 1159.91174 4176.18750 1269.17090 -64.4647369 -5.61464596 30.8237019 -75.6180649
2314000.00 30299.1562 2323.48389 1714.12866 1226.44604 3967.28052 1344.31519 -72.8365936 -5.61464596 30.6004734 -75.6330795
2314200.00 30299.1562 1428.93506 1677.67944 1167.03015 3476.13037 1280.70581 -68.6485596 -5.61464596 30.5950146 -75.6220932
2314400.00 30299.1562 2007.39221 1681.72058 1160.50732 3729.25854 1279.17004 -73.7129364 -5.61464596 30.6672859 -75.6171112
2314600.00 30299.1562 1990.63062 1700.50537 1204.79443 3784.92383 1318.27966 -68.8651657 -5.61464596 30.9908066 -75.6109467
2314800.00 30299.1562 2966.27319 1695.33948 1180.87048 4186.95312 1294.99475 -69.5391846 -5.61464596 31.0195274 -75.6046295
2315000.00 30299.1562 1451.24023 1612.90552 1132.24524 3386.42773 1255.11145 -78.4308090 -5.61464596 31.1319275 -75.5672913
2315200.00 30299.1562 2046.73547 1698.90051 1155.83948 3759.15601 1277.93628 -77.5146255 -5.61464596 30.9577370 -75.5399017
