1.100000000000000000e+02,8.037011210993325605e-01,1.491441514037839255e-01
1.200000000000000000e+02,8.744587108753002491e-01,1.479825942024440288e-01
1.300000000000000000e+02,9.454241218241640210e-01,1.551196891212376638e-01
1.400000000000000000e+02,1.020273107176163263e+00,1.573483945401725759e-01
1.500000000000000000e+02,1.100469113527202003e+00,1.594893466121851677e-01
1.600000000000000000e+02,1.185368866025925616e+00,1.583000819387083424e-01
1.700000000000000000e+02,1.271798318380348070e+00,1.613251817957818968e-01
1.800000000000000000e+02,1.357653759498205215e+00,1.634970441198367319e-01
1.900000000000000000e+02,1.442137646636247439e+00,1.622913030004632107e-01
2.000000000000000000e+02,1.527248426598235564e+00,1.617182892193856636e-01
2.100000000000000000e+02,1.615152292979398885e+00,1.655218231153385566e-01
2.200000000000000000e+02,1.706996242433467481e+00,1.656523270412112725e-01
2.300000000000000000e+02,1.803869243710281234e+00,1.665851955412343266e-01
2.400000000000000000e+02,1.904715401527129259e+00,1.682398826994235819e-01
2.500000000000000000e+02,2.006774137491554644e+00,1.696130694509746517e-01
2.600000000000000000e+02,2.107404956297410870e+00,1.699223324161883153e-01
2.700000000000000000e+02,2.203697867455337356e+00,1.705228021389234294e-01
2.800000000000000000e+02,2.295453612747036409e+00,1.729496063768994063e-01
2.900000000000000000e+02,2.384690584827166226e+00,1.745646703136762290e-01
3.000000000000000000e+02,2.474270586375378667e+00,1.756356502032061229e-01
3.100000000000000000e+02,2.567738384534833607e+00,1.772361899730455770e-01
3.200000000000000000e+02,2.667017360784020852e+00,1.775673510824563039e-01
3.300000000000000000e+02,2.769080386210092115e+00,1.783577783271683148e-01
3.400000000000000000e+02,2.867386491116109770e+00,1.811327359671006387e-01
3.500000000000000000e+02,2.958566659876840532e+00,1.822976411255796958e-01
3.600000000000000000e+02,3.044813209005156729e+00,1.841295867872648206e-01
3.700000000000000000e+02,3.131703273579812485e+00,1.859340655712094226e-01
3.800000000000000000e+02,3.223709435196168371e+00,1.882739350164423509e-01
3.900000000000000000e+02,3.324619298467330175e+00,1.898185854253084948e-01
4.000000000000000000e+02,3.437821317125200338e+00,1.911640889190404091e-01
4.100000000000000000e+02,3.562867564888486438e+00,1.927474702506649373e-01
4.200000000000000000e+02,3.692553592312723065e+00,1.944227435003199889e-01
4.300000000000000000e+02,3.817301852431143949e+00,1.960516382541231117e-01
4.400000000000000000e+02,3.933216792347942192e+00,1.980473836486102424e-01
4.500000000000000000e+02,4.046260310329377496e+00,1.996880467571217344e-01
4.600000000000000000e+02,4.165800454703073363e+00,2.011362083232207665e-01
4.700000000000000000e+02,4.295201443796563545e+00,2.033055958109037664e-01
4.800000000000000000e+02,4.427967830290112872e+00,2.103118182137556358e-01
4.900000000000000000e+02,4.548404581180879980e+00,2.523554029879443439e-01
