1.100000000000000000e+02,1.637562308246639953e+00,2.829804010618890142e-02
1.200000000000000000e+02,1.565378886663977065e+00,3.087330805052576621e-02
1.300000000000000000e+02,1.493094997043012961e+00,3.344806985068818350e-02
1.400000000000000000e+02,1.419718819205215699e+00,3.602261501422032025e-02
1.500000000000000000e+02,1.345804744669292896e+00,3.859697064908525904e-02
1.600000000000000000e+02,1.271314493150161429e+00,4.117120537380975637e-02
1.700000000000000000e+02,1.196483162693608104e+00,4.374537815416645881e-02
1.800000000000000000e+02,1.120917219830254163e+00,4.631951323889229449e-02
1.900000000000000000e+02,1.045215984109193696e+00,4.889360292350090204e-02
2.000000000000000000e+02,9.690317283487355215e-01,5.146765814358067459e-02
2.100000000000000000e+02,8.922818538718223502e-01,5.404170583429301206e-02
2.200000000000000000e+02,8.153102809710709442e-01,5.661575727584029077e-02
2.300000000000000000e+02,7.374002355848646717e-01,5.918979840909335127e-02
2.400000000000000000e+02,6.586033814455699575e-01,6.176383660780027790e-02
2.500000000000000000e+02,5.793417603738062471e-01,6.433787579395126854e-02
2.600000000000000000e+02,4.993439905758328412e-01,6.691192011951710428e-02
2.700000000000000000e+02,4.193855467255039327e-01,6.948596481661296898e-02
2.800000000000000000e+02,3.391438840671895383e-01,7.206001306832027220e-02
2.900000000000000000e+02,2.578454280351088479e-01,7.463406902653010877e-02
3.000000000000000000e+02,1.758334909347964436e-01,7.720812182937906998e-02
3.100000000000000000e+02,9.375346687870229900e-02,7.978217476563918831e-02
3.200000000000000000e+02,1.139066357880933779e-02,8.235622915161931734e-02
3.300000000000000000e+02,-7.183312577510143904e-02,8.493028856917336777e-02
3.400000000000000000e+02,-1.557312297119600175e-01,8.750435250543812937e-02
3.500000000000000000e+02,-2.400000000000000189e-01,9.007841996434927390e-02
3.600000000000000000e+02,-3.242940801032579978e-01,9.265249070487133198e-02
3.700000000000000000e+02,-4.091802319544438626e-01,9.522655663372654733e-02
3.800000000000000000e+02,-4.946196781614428661e-01,9.780062747194213923e-02
3.900000000000000000e+02,-5.801593984420867489e-01,1.003746994677525428e-01
4.000000000000000000e+02,-6.657007031220121274e-01,1.029487726376620421e-01
4.100000000000000000e+02,-7.518511567217082137e-01,1.055228487321444031e-01
4.200000000000000000e+02,-8.391125507669162653e-01,1.080969298844683263e-01
4.300000000000000000e+02,-9.273831018048204200e-01,1.106710173303543793e-01
4.400000000000000000e+02,-1.015937348950020525e+00,1.132451018604993809e-01
4.500000000000000000e+02,-1.105011744520139505e+00,1.158191890221987597e-01
4.600000000000000000e+02,-1.194672871259625291e+00,1.183932795798082471e-01
4.700000000000000000e+02,-1.284054643031683041e+00,1.209673720658277080e-01
4.800000000000000000e+02,-1.373844404566151312e+00,1.235414664809096758e-01
4.900000000000000000e+02,-1.465327320231680774e+00,1.261155904143467510e-01
