1.100000000000000000e+02,1.330278815038496099e+00
1.200000000000000000e+02,1.327328919541046037e+00
1.300000000000000000e+02,1.324685971072892654e+00
1.400000000000000000e+02,1.321650728888611015e+00
1.500000000000000000e+02,1.318840531961303686e+00
1.600000000000000000e+02,1.315958109622537897e+00
1.700000000000000000e+02,1.313136164113588800e+00
1.800000000000000000e+02,1.310086415895410417e+00
1.900000000000000000e+02,1.307458028383661652e+00
2.000000000000000000e+02,1.304307405111488904e+00
2.100000000000000000e+02,1.301121184797020325e+00
2.200000000000000000e+02,1.298175924393560665e+00
2.300000000000000000e+02,1.294894772095790403e+00
2.400000000000000000e+02,1.291754001426857368e+00
2.500000000000000000e+02,1.288664748902109691e+00
2.600000000000000000e+02,1.285377014470553192e+00
2.700000000000000000e+02,1.282185804032096810e+00
2.800000000000000000e+02,1.278994410371962820e+00
2.900000000000000000e+02,1.275624743522147719e+00
3.000000000000000000e+02,1.271961027390261068e+00
3.100000000000000000e+02,1.268921694878512030e+00
3.200000000000000000e+02,1.265449841241375717e+00
3.300000000000000000e+02,1.261599898517648199e+00
3.400000000000000000e+02,1.258246963019198139e+00
3.500000000000000000e+02,1.254503615505949465e+00
3.600000000000000000e+02,1.250797777302269820e+00
3.700000000000000000e+02,1.247582502922207848e+00
3.800000000000000000e+02,1.243283966089391068e+00
3.900000000000000000e+02,1.239733914470553033e+00
4.000000000000000000e+02,1.236379464138086082e+00
4.100000000000000000e+02,1.232227421023397884e+00
4.200000000000000000e+02,1.228109376311368850e+00
4.300000000000000000e+02,1.223323596106389299e+00
4.400000000000000000e+02,1.219471669128587177e+00
4.500000000000000000e+02,1.215353511021897814e+00
4.600000000000000000e+02,1.210815253953604564e+00
4.700000000000000000e+02,1.206445627075292570e+00
4.800000000000000000e+02,1.201642581109388930e+00
4.900000000000000000e+02,1.197150696874312636e+00
