0.000582 	 0.000000
0.001745 	 0.000000
0.002909 	 0.001074
0.004072 	 0.002149
0.005235 	 0.002149
0.006399 	 0.003223
0.007562 	 0.010744
0.008726 	 0.017191
0.009889 	 0.016116
0.011052 	 0.016116
0.012216 	 0.021488
0.013379 	 0.027935
0.014543 	 0.027935
0.015706 	 0.036530
0.016870 	 0.041902
0.018033 	 0.045126
0.019196 	 0.044051
0.020360 	 0.044051
0.021523 	 0.071986
0.022687 	 0.068763
0.023850 	 0.068763
0.025013 	 0.092400
0.026177 	 0.081656
0.027340 	 0.089177
0.028504 	 0.114963
0.029667 	 0.116038
0.030831 	 0.112814
0.031994 	 0.116038
0.033157 	 0.128931
0.034321 	 0.149345
0.035484 	 0.183726
0.036648 	 0.169759
0.037811 	 0.180503
0.038974 	 0.179429
0.040138 	 0.193396
0.041301 	 0.232075
0.042465 	 0.211661
0.043628 	 0.207364
0.044792 	 0.235299
0.045955 	 0.307285
0.047118 	 0.271829
0.048282 	 0.321252
0.049445 	 0.330922
0.050609 	 0.331997
0.051772 	 0.325550
0.052935 	 0.351336
0.054099 	 0.361006
0.055262 	 0.395388
0.056426 	 0.405057
0.057589 	 0.486714
0.058753 	 0.417951
0.059916 	 0.449109
0.061079 	 0.443737
0.062243 	 0.482416
0.063406 	 0.500681
0.064570 	 0.496383
0.065733 	 0.527542
0.066896 	 0.488862
0.068060 	 0.567295
0.069223 	 0.571593
0.070387 	 0.605975
0.071550 	 0.557626
0.072714 	 0.597379
0.073877 	 0.616719
0.075040 	 0.728459
0.076204 	 0.718789
0.077367 	 0.694077
0.078531 	 0.723087
0.079694 	 0.716640
0.080857 	 0.782180
0.082021 	 0.848794
0.083184 	 0.831603
0.084348 	 0.865985
0.085511 	 0.801520
0.086675 	 0.887473
0.087838 	 0.897143
0.089001 	 0.865985
0.090165 	 0.922929
0.091328 	 0.961609
0.092492 	 0.955162
0.093655 	 1.042190
0.094818 	 1.016404
0.095982 	 1.057232
0.097145 	 1.079795
0.098309 	 1.134591
0.099472 	 1.151781
0.100636 	 1.121698
0.101799 	 1.141037
0.102962 	 1.225917
0.104126 	 1.187237
0.105289 	 1.230214
0.106453 	 1.272117
0.107616 	 1.291456
0.108779 	 1.228065
0.109943 	 1.406420
0.111106 	 1.298977
0.112270 	 1.307573
0.113433 	 1.352698
0.114597 	 1.345178
0.115760 	 1.389229
0.116923 	 1.488076
0.118087 	 1.460141
0.119250 	 1.440801
0.120414 	 1.526755
0.121577 	 1.548243
0.122740 	 1.596592
0.123904 	 1.556839
0.125067 	 1.647090
0.126231 	 1.596592
0.127394 	 1.646016
0.128558 	 1.679323
0.129721 	 1.724449
0.130884 	 1.710481
0.132048 	 1.727672
