1.100000000000000000e+02,4.862787554072662388e+00,2.829765958423042377e-02
1.200000000000000000e+02,4.776829085225615223e+00,3.087296440315208737e-02
1.300000000000000000e+02,4.690558319483689509e+00,3.344769968095656631e-02
1.400000000000000000e+02,4.603279959736172877e+00,3.602214950494451312e-02
1.500000000000000000e+02,4.515649976717003078e+00,3.859639664279484322e-02
1.600000000000000000e+02,4.427215988087145782e+00,4.117053151526539612e-02
1.700000000000000000e+02,4.338145271350282606e+00,4.374459186917832587e-02
1.800000000000000000e+02,4.248375666367782522e+00,4.631862047465531290e-02
1.900000000000000000e+02,4.158518254772493705e+00,4.889262949140812248e-02
2.000000000000000000e+02,4.067912934196507457e+00,5.146660030988355755e-02
2.100000000000000000e+02,3.976745499139326512e+00,5.404056018914570741e-02
2.200000000000000000e+02,3.885492721848079256e+00,5.661452134161239214e-02
2.300000000000000000e+02,3.793809412700039019e+00,5.918846807359852413e-02
2.400000000000000000e+02,3.701175093708436670e+00,6.176241768597273696e-02
2.500000000000000000e+02,3.607958558971935847e+00,6.433636901007559750e-02
2.600000000000000000e+02,3.514184860338513516e+00,6.691032098597184119e-02
2.700000000000000000e+02,3.420492823023491002e+00,6.948427636144764719e-02
2.800000000000000000e+02,3.326473323239890867e+00,7.205823223385823817e-02
2.900000000000000000e+02,3.231257052256549134e+00,7.463219404230475584e-02
3.000000000000000000e+02,3.135116747173957386e+00,7.720615627783083967e-02
3.100000000000000000e+02,3.039113246667191959e+00,7.978011716902673467e-02
3.200000000000000000e+02,2.942885207365306677e+00,8.235408074696375091e-02
3.300000000000000000e+02,2.845893192187661569e+00,8.492804701311214288e-02
3.400000000000000000e+02,2.748238956064391392e+00,8.750201962859034677e-02
3.500000000000000000e+02,2.650000000000000355e+00,9.007599949855107924e-02
3.600000000000000000e+02,2.551466005228934630e+00,9.264998127075706191e-02
3.700000000000000000e+02,2.452060453878634139e+00,9.522395732329035078e-02
3.800000000000000000e+02,2.351831568241281367e+00,9.779793625832686188e-02
3.900000000000000000e+02,2.250727736450847782e+00,1.003719200385476129e-01
4.000000000000000000e+02,2.148721245050920103e+00,1.029459038101417506e-01
4.100000000000000000e+02,2.045985695949032124e+00,1.055198869915233567e-01
4.200000000000000000e+02,1.941667326945276217e+00,1.080938782974946166e-01
4.300000000000000000e+02,1.834614481975926026e+00,1.106678807404695847e-01
4.400000000000000000e+02,1.725142490789132177e+00,1.132418827849502596e-01
4.500000000000000000e+02,1.612306054048149750e+00,1.158158946972567965e-01
4.600000000000000000e+02,1.496019956832320696e+00,1.183899049194412911e-01
4.700000000000000000e+02,1.377187121484549248e+00,1.209639212289742999e-01
4.800000000000000000e+02,1.251008460486452201e+00,1.235379621331853389e-01
4.900000000000000000e+02,1.116560441264563330e+00,1.261120138692707615e-01
