1.100000000000000000e+02,1.305202604599540184e+00
1.200000000000000000e+02,1.302530585754924308e+00
1.300000000000000000e+02,1.299811002514748459e+00
1.400000000000000000e+02,1.297152529750525085e+00
1.500000000000000000e+02,1.294466951054894510e+00
1.600000000000000000e+02,1.291607641621338010e+00
1.700000000000000000e+02,1.288877119253574621e+00
1.800000000000000000e+02,1.286026504194580644e+00
1.900000000000000000e+02,1.283285887363263544e+00
2.000000000000000000e+02,1.280393050974902414e+00
2.100000000000000000e+02,1.277506765224477592e+00
2.200000000000000000e+02,1.274703101528347204e+00
2.300000000000000000e+02,1.271483651983301932e+00
2.400000000000000000e+02,1.268773566982301704e+00
2.500000000000000000e+02,1.265517041660833897e+00
2.600000000000000000e+02,1.262746622130786811e+00
2.700000000000000000e+02,1.259681534363063848e+00
2.800000000000000000e+02,1.256455214118088248e+00
2.900000000000000000e+02,1.253132800093490706e+00
3.000000000000000000e+02,1.250021856936306408e+00
3.100000000000000000e+02,1.246974425358963856e+00
3.200000000000000000e+02,1.243622939862013999e+00
3.300000000000000000e+02,1.240046540132486719e+00
3.400000000000000000e+02,1.236821526412358763e+00
3.500000000000000000e+02,1.233523952964703518e+00
3.600000000000000000e+02,1.229612105427957403e+00
3.700000000000000000e+02,1.226282035852414687e+00
3.800000000000000000e+02,1.222484695865913462e+00
3.900000000000000000e+02,1.218830925638436202e+00
4.000000000000000000e+02,1.214980101413358771e+00
4.100000000000000000e+02,1.211136993757624181e+00
4.200000000000000000e+02,1.207213117030796923e+00
4.300000000000000000e+02,1.202352155064993600e+00
4.400000000000000000e+02,1.198458835374462517e+00
4.500000000000000000e+02,1.192721154803019656e+00
4.600000000000000000e+02,1.188706719357064401e+00
4.700000000000000000e+02,1.184473295805419601e+00
4.800000000000000000e+02,1.175800324970502908e+00
4.900000000000000000e+02,1.171475192666733278e+00
