1.100000000000000000e+02,5.805079325939053625e+00,1.411638247609669494e-01
1.200000000000000000e+02,5.809409695631258863e+00,1.415194003651215893e-01
1.300000000000000000e+02,5.817170633071627073e+00,1.456439587180486939e-01
1.400000000000000000e+02,5.827931466661256721e+00,1.506226114525129056e-01
1.500000000000000000e+02,5.841187380447974142e+00,1.471421997430923112e-01
1.600000000000000000e+02,5.854395564623913195e+00,1.484652220168080072e-01
1.700000000000000000e+02,5.863866259877588583e+00,1.507199981779488718e-01
1.800000000000000000e+02,5.868563521104198877e+00,1.533948463043414423e-01
1.900000000000000000e+02,5.871875016062486630e+00,1.530314856853934036e-01
2.000000000000000000e+02,5.878763632745908296e+00,1.514878582285889563e-01
2.100000000000000000e+02,5.891346010821408186e+00,1.534060382513824095e-01
2.200000000000000000e+02,5.907568010126642122e+00,1.519809453604477334e-01
2.300000000000000000e+02,5.923950967136292434e+00,1.529154599862549146e-01
2.400000000000000000e+02,5.938686047492005571e+00,1.529839027392579931e-01
2.500000000000000000e+02,5.951936624306449097e+00,1.531464869013541563e-01
2.600000000000000000e+02,5.964650335993945340e+00,1.531894372572258634e-01
2.700000000000000000e+02,5.977851204432336196e+00,1.535341700528054798e-01
2.800000000000000000e+02,5.991979052906490466e+00,1.549668166158122418e-01
2.900000000000000000e+02,6.006510830244042864e+00,1.555175852478436482e-01
3.000000000000000000e+02,6.021136245998971681e+00,1.551209195332761415e-01
3.100000000000000000e+02,6.037037544180664739e+00,1.552987258886710797e-01
3.200000000000000000e+02,6.055863796787389397e+00,1.543832694672051808e-01
3.300000000000000000e+02,6.077754590003373814e+00,1.542527313951585211e-01
3.400000000000000000e+02,6.101399514678873537e+00,1.555487594266764251e-01
3.500000000000000000e+02,6.125639760342037832e+00,1.562263988042235929e-01
3.600000000000000000e+02,6.150055415640416356e+00,1.563235011498495253e-01
3.700000000000000000e+02,6.174528920627563089e+00,1.566191508450882897e-01
3.800000000000000000e+02,6.199545237747932092e+00,1.572730025989383107e-01
3.900000000000000000e+02,6.227912227930381128e+00,1.585678992398222298e-01
4.000000000000000000e+02,6.266051340256225011e+00,1.588744260692200594e-01
4.100000000000000000e+02,6.322057619750331980e+00,1.594663136385054691e-01
4.200000000000000000e+02,6.401002386745291872e+00,1.600340445612357665e-01
4.300000000000000000e+02,6.502930418212242714e+00,1.610190073719037773e-01
4.400000000000000000e+02,6.628186166391063949e+00,1.623494490988046934e-01
4.500000000000000000e+02,6.785120645660824401e+00,1.619760881051255930e-01
4.600000000000000000e+02,6.986200557076370110e+00,1.615188702844840840e-01
4.700000000000000000e+02,7.225723433414794172e+00,1.635900772549500615e-01
4.800000000000000000e+02,7.457401976641672370e+00,1.687017227385703977e-01
4.900000000000000000e+02,7.603942506559938863e+00,2.141762974251667784e-01
