0.000646 	 0.000000
0.001939 	 0.000000
0.003232 	 0.001719
0.004524 	 0.000860
0.005817 	 0.002579
0.007110 	 0.003438
0.008403 	 0.007736
0.009695 	 0.008595
0.010988 	 0.012893
0.012281 	 0.011174
0.013573 	 0.015472
0.014866 	 0.016331
0.016159 	 0.024067
0.017451 	 0.028365
0.018744 	 0.032662
0.020037 	 0.036960
0.021329 	 0.055870
0.022622 	 0.055870
0.023915 	 0.061027
0.025208 	 0.090251
0.026500 	 0.088532
0.027793 	 0.077358
0.029086 	 0.093689
0.030378 	 0.091970
0.031671 	 0.094548
0.032964 	 0.098846
0.034256 	 0.140963
0.035549 	 0.128930
0.036842 	 0.148699
0.038135 	 0.131508
0.039427 	 0.170187
0.040720 	 0.187378
0.042013 	 0.182221
0.043305 	 0.193395
0.044598 	 0.200271
0.045891 	 0.231214
0.047183 	 0.226916
0.048476 	 0.256140
0.049769 	 0.280207
0.051061 	 0.273331
0.052354 	 0.293960
0.053647 	 0.306853
0.054940 	 0.298257
0.056232 	 0.325762
0.057525 	 0.364441
0.058818 	 0.367020
0.060110 	 0.394525
0.061403 	 0.378194
0.062696 	 0.404839
0.063988 	 0.422030
0.065281 	 0.440080
0.066574 	 0.414294
0.067867 	 0.469304
0.069159 	 0.503685
0.070452 	 0.496809
0.071745 	 0.526033
0.073037 	 0.520876
0.074330 	 0.542364
0.075623 	 0.559555
0.076915 	 0.557836
0.078208 	 0.583622
0.079501 	 0.617144
0.080793 	 0.623160
0.082086 	 0.680749
0.083379 	 0.740916
0.084672 	 0.724585
0.085964 	 0.715990
0.087257 	 0.736618
0.088550 	 0.737478
0.089842 	 0.771859
0.091135 	 0.805381
0.092428 	 0.859531
0.093720 	 0.832026
0.095013 	 0.888756
0.096306 	 0.894772
0.097598 	 0.948923
0.098891 	 0.916261
0.100184 	 0.948923
0.101477 	 0.958378
0.102769 	 1.043471
0.104062 	 1.060662
0.105355 	 1.045190
0.106647 	 1.064960
0.107940 	 1.025421
0.109233 	 1.119110
0.110525 	 1.154351
0.111818 	 1.169822
0.113111 	 1.109655
0.114404 	 1.161227
0.115696 	 1.227411
0.116989 	 1.216237
0.118282 	 1.294454
0.119574 	 1.309066
0.120867 	 1.301331
0.122160 	 1.350324
0.123452 	 1.326257
0.124745 	 1.401036
0.126038 	 1.420806
0.127330 	 1.395879
0.128623 	 1.451749
0.129916 	 1.469799
0.131209 	 1.533404
0.132501 	 1.464642
0.133794 	 1.536842
0.135087 	 1.550595
0.136379 	 1.625374
0.137672 	 1.554892
0.138965 	 1.621936
0.140257 	 1.623655
0.141550 	 1.542859
0.142843 	 1.726799
0.144136 	 1.626234
0.145428 	 1.729377
0.146721 	 1.778371
0.148014 	 1.735394
0.149306 	 1.811892
0.150599 	 1.784387
0.151892 	 1.766337
0.153184 	 1.928789
0.154477 	 1.900424
0.155770 	 1.909019
0.157062 	 1.928789
0.158355 	 1.933086
0.159648 	 1.988096
0.160941 	 1.917615
0.162233 	 1.994113
0.163526 	 2.027635
0.164819 	 1.997551
0.166111 	 2.080926
0.167404 	 2.091240
0.168697 	 2.080926
0.169989 	 2.062876
0.171282 	 2.147969
0.172575 	 2.118745
0.173868 	 2.196103
0.175160 	 2.221029
0.176453 	 2.119605
0.177746 	 2.264006
0.179038 	 2.229625
0.180331 	 2.288073
0.181624 	 2.263146
0.182916 	 2.300106
0.184209 	 2.208136
0.185502 	 2.359414
0.186794 	 2.325033
0.188087 	 2.355976
0.189380 	 2.372307
0.190673 	 2.392936
0.191965 	 2.421300
0.193258 	 2.448805
0.194551 	 2.451384
0.195843 	 2.517568
0.197136 	 2.531320
0.198429 	 2.414424
0.199721 	 2.454822
0.201014 	 2.515849
0.202307 	 2.523584
0.203600 	 2.559685
0.204892 	 2.527023
0.206185 	 2.605240
0.207478 	 2.540775
0.208770 	 2.563982
0.210063 	 2.536477
0.211356 	 2.661969
0.212648 	 2.568280
0.213941 	 2.683457
0.215234 	 2.585471
0.216526 	 2.686036
0.217819 	 2.641340
0.219112 	 2.661969
0.220405 	 2.652514
0.221697 	 2.665407
0.222990 	 2.740186
0.224283 	 2.802073
0.225575 	 2.826999
0.226868 	 2.756517
0.228161 	 2.808089
0.229453 	 2.775427
0.230746 	 2.834735
0.232039 	 2.772849
0.233332 	 2.834735
0.234624 	 2.827859
0.235917 	 2.808089
0.237210 	 2.825280
0.238502 	 2.795196
0.239795 	 2.858802
0.241088 	 2.852785
0.242380 	 2.928424
0.243673 	 2.758237
0.244966 	 2.945614
0.246258 	 2.803792
0.247551 	 2.826140
0.248844 	 2.839032
0.250137 	 2.907795
0.251429 	 2.911233
0.252722 	 2.877711
0.254015 	 2.878571
0.255307 	 2.912952
0.256600 	 2.860521
0.257893 	 2.958507
0.259185 	 2.941317
0.260478 	 2.973979
0.261771 	 2.936160
0.263064 	 2.876852
0.264356 	 3.021253
0.265649 	 2.956788
0.266942 	 2.979996
0.268234 	 2.880290
0.269527 	 2.962805
0.270820 	 2.875133
0.272112 	 2.976558
0.273405 	 2.879430
0.274698 	 2.917250
0.275990 	 2.831297
0.277283 	 2.915531
0.278576 	 3.040163
0.279869 	 2.946474
0.281161 	 2.958507
0.282454 	 2.921547
0.283747 	 2.937019
0.285039 	 2.973979
0.286332 	 2.875992
0.287625 	 2.969681
0.288917 	 2.872554
0.290210 	 2.970541
0.291503 	 2.871695
0.292795 	 2.951631
0.294088 	 2.850206
0.295381 	 2.890604
0.296674 	 2.951631
0.297966 	 2.930143
0.299259 	 2.840752
