Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long 
2700200.00 29560.3809 3366.21948 1698.39685 1262.93823 4412.53857 1325.28796 -17.7563515 -5.75496769 31.1993713 -75.7929001
2700400.00 29560.3809 3142.12280 1700.84399 1195.54663 4250.98438 1252.33142 -12.5684452 -5.75496769 31.5282345 -75.7445374
2700600.00 29560.3809 3490.94434 1714.37219 1248.46912 4467.81494 1291.30396 1.43965805 -5.75496769 31.4842243 -75.7587814
2700800.00 29560.3809 4128.78369 1693.05359 1246.10693 4719.11182 1299.53198 -9.08547974 -5.75496769 31.4610195 -75.8006668
2701000.00 29560.3809 5411.50439 1610.85559 1297.25745 5241.05518 1328.16003 13.3601551 -5.75496769 31.5384521 -75.8011322
2701200.00 29560.3809 5851.48193 1712.37903 1274.01575 5509.01465 1286.49585 31.7019768 -5.75496769 31.6034241 -75.7854691
2701400.00 29560.3809 5015.34961 1703.63232 1238.43298 5104.22168 1277.23987 5.58145761 -5.75496769 31.3947487 -75.7831650
2701600.00 29560.3809 4420.45947 1678.10876 1193.73767 4777.54102 1244.93640 -6.47654343 -5.75496769 31.1141129 -75.8362732
2701800.00 29560.3809 3875.56299 1679.40161 1301.05469 4651.24170 1341.29846 4.69829845 -5.75496769 30.8852425 -75.8273239
2702000.00 29560.3809 5300.64160 1684.07605 1218.06213 5187.28662 1254.71936 8.00123119 -5.75496769 31.1187267 -75.7771072
2702200.00 29560.3809 5190.28516 1665.62476 1237.01282 5140.20996 1289.95410 -7.85748911 -5.75496769 30.7440567 -75.8278198
2702400.00 29560.3809 5257.41553 1723.93774 1234.66309 5225.11377 1280.14905 -0.111311883 -5.75496769 30.4429207 -75.8175354
2702600.00 29560.3809 4567.43652 1674.10620 1168.47949 4811.64355 1213.11414 0.524791539 -5.75496769 30.6431103 -75.8024902
2702800.00 29560.3809 3916.44092 1713.21497 1215.76746 4617.39062 1268.14087 -7.77604198 -5.75496769 31.1757183 -75.7730255
2703000.00 29560.3809 4141.26807 1690.99329 1261.61475 4737.94141 1311.00989 -4.67748165 -5.75496769 31.0304165 -75.7479935
2703200.00 29560.3809 4791.76514 1624.76636 1269.40271 4959.93652 1307.94568 5.89753294 -5.75496769 31.3430805 -75.7836075
2703400.00 29560.3809 4496.90820 1636.16687 1298.87256 4873.69189 1350.13306 -6.18228674 -5.75496769 30.7131577 -75.7915573
2703600.00 29560.3809 4814.33984 1689.86389 1303.45044 5068.81396 1333.60059 15.5266399 -5.75496769 30.1672039 -75.8438873
2703800.00 29560.3809 3704.21680 1629.38940 1241.26636 4467.57227 1283.56665 2.72784066 -5.75496769 30.7925396 -75.8206940
2704000.00 29560.3809 3121.54199 1690.36572 1243.04175 4279.12842 1299.94556 -12.3006477 -5.75496769 31.2186871 -75.8219376
2704200.00 29560.3809 2934.22656 1697.40845 1265.68408 4228.06055 1324.51440 -14.0674591 -5.75496769 31.0689030 -75.8317108
2704400.00 29560.3809 3552.58618 1635.12024 1198.34045 4365.00830 1256.86475 -13.6514950 -5.75496769 30.9629478 -75.8356781
2704600.00 29560.3809 3061.15845 1708.15063 1193.29175 4221.13184 1241.02759 -2.70761895 -5.75496769 30.8183804 -75.8466034
2704800.00 29560.3809 3108.64551 1753.95435 1232.48755 4326.60352 1263.49011 13.5143661 -5.75496769 31.3045464 -75.8214188
2705000.00 29560.3809 1390.40405 1715.43616 1182.69214 3497.54224 1237.88013 -11.0345621 -5.75496769 31.6682663 -75.8217621
2705200.00 29560.3809 2672.26050 1702.74451 1205.81165 4060.58862 1243.05286 6.98388958 -5.75496769 31.5895805 -75.8145752
2705400.00 29560.3809 2724.14990 1675.90601 1303.74048 4154.04883 1352.60486 -4.42468309 -5.75496769 31.3592587 -75.7989883
2705600.00 29560.3809 3026.03418 1660.09888 1210.35535 4175.00146 1257.92676 -3.20868635 -5.75496769 31.4556618 -75.8184662
2705800.00 29560.3809 938.650208 1634.74194 1254.25195 3293.65332 1294.33118 4.19238138 -5.75496769 31.5285416 -75.8002090
2706000.00 29560.3809 1107.00024 1683.46130 1272.70605 3433.40381 1320.70276 -3.91275120 -5.75496769 31.7248898 -75.8088760
2706200.00 29560.3809 1271.42175 1646.04456 1236.33630 3430.50073 1286.35144 -5.63085556 -5.75496769 31.3904629 -75.7748337
2706400.00 29560.3809 2969.22461 1664.73926 1225.11768 4169.91309 1269.03210 0.429666609 -5.75496769 31.4076138 -75.7516632
2706600.00 29560.3809 2465.49365 1689.95593 1275.10571 4027.95508 1314.40686 5.20670366 -5.75496769 31.2287369 -75.7366714
2706800.00 29560.3809 3054.72046 1669.71692 1284.67175 4271.30273 1316.29639 13.1916552 -5.75496769 30.9242020 -75.7405014
2707000.00 29560.3809 1354.51526 1688.03540 1235.20459 3507.18213 1295.27625 -15.1715126 -5.75496769 30.8533630 -75.7534332
2707200.00 29560.3809 2561.33423 1658.57959 1243.46704 4006.25806 1293.99060 -5.64082336 -5.75496769 30.8927898 -75.7754135
2707400.00 29560.3809 2589.04712 1698.29358 1293.16846 4107.62061 1327.18335 10.6876907 -5.75496769 31.0845680 -75.7872467
2707600.00 29560.3809 3157.65771 1608.23706 1298.50549 4268.03369 1327.25854 16.5429707 -5.75496769 30.5265579 -75.8224792
2707800.00 29560.3809 2472.90039 1773.26233 1261.26233 4100.61133 1296.99585 9.44803619 -5.75496769 30.6403675 -75.8218460
2708000.00 29560.3809 2278.00928 1692.91418 1262.46826 3937.45020 1299.91272 7.40807199 -5.75496769 30.9488468 -75.8013306
2708200.00 29560.3809 1884.46790 1680.66418 1242.47412 3735.54712 1297.14868 -10.2612743 -5.75496769 31.3520565 -75.7653961
2708400.00 29560.3809 3079.59204 1759.07935 1247.59314 4334.30859 1300.66504 -8.19024754 -5.75496769 30.8826790 -75.7643280
2708600.00 29560.3809 3074.63818 1707.54346 1245.08179 4278.12598 1294.15552 -4.24983644 -5.75496769 30.8769779 -75.7007828
2708800.00 29560.3809 4292.94922 1688.59119 1229.86963 4769.18457 1297.47961 -23.0361404 -5.75496769 31.1517525 -75.7256470
2709000.00 29560.3809 2982.31494 1688.28064 1199.10559 4173.08545 1261.78650 -17.7374401 -5.75496769 30.8003292 -75.7438660
2709200.00 29560.3809 3809.02393 1721.19775 1259.94336 4623.24121 1309.34863 -4.73794413 -5.75496769 31.0877171 -75.7550659
2709400.00 29560.3809 3412.24194 1675.70386 1253.63135 4400.37939 1305.01184 -7.16329432 -5.75496769 31.4982681 -75.7154465
2709600.00 29560.3809 4475.13721 1662.39819 1244.22424 4835.88916 1293.85889 -5.38721609 -5.75496769 31.5088787 -75.7563248
2709800.00 29560.3809 4127.79785 1678.17090 1308.63794 4766.33496 1330.79272 21.9374008 -5.75496769 31.6426735 -75.7349014
2710000.00 29560.3809 3806.54810 1813.29675 1306.51123 4760.84082 1342.73083 7.54459953 -5.75496769 31.9858875 -75.7501144
2710200.00 29560.3809 2997.10303 1675.61682 1294.61523 4262.30664 1323.82544 14.4389334 -5.75496769 32.0607224 -75.7098846
2710400.00 29560.3809 2865.52222 1674.49255 1259.97534 4169.81689 1296.17053 7.54960680 -5.75496769 31.9625721 -75.7072754
2710600.00 29560.3809 3282.34106 1694.67273 1259.02393 4368.73926 1302.68921 0.693824887 -5.75496769 31.3887844 -75.7478714
2710800.00 29560.3809 4781.22607 1685.05994 1220.77405 4967.05811 1243.23682 21.9494247 -5.75496769 31.3421440 -75.7543335
2711000.00 29560.3809 4732.92285 1712.58264 1283.59253 5036.57520 1318.52185 9.59293079 -5.75496769 31.2199192 -75.7422714
2711200.00 29560.3809 3035.09888 1690.66113 1244.89233 4244.00830 1281.53943 7.96008253 -5.75496769 31.0926418 -75.6998596
2711400.00 29560.3809 2968.65552 1652.68408 1256.59131 4189.08594 1301.61975 -0.502059281 -5.75496769 31.1733799 -75.6997528
2711600.00 29560.3809 2754.57227 1691.08008 1283.04724 4161.64502 1316.14685 11.2503681 -5.75496769 31.3854046 -75.7354813
2711800.00 29560.3809 3354.09375 1668.07825 1179.26489 4293.31934 1228.07239 -4.51239300 -5.75496769 31.4046268 -75.6997299
2712000.00 29560.3809 3437.21753 1679.15686 1248.87366 4409.84180 1288.37756 4.79535866 -5.75496769 31.4055843 -75.7048340
2712200.00 29560.3809 3392.35767 1753.66797 1223.94946 4440.08936 1274.32678 -5.89435959 -5.75496769 31.2786999 -75.7616501
2712400.00 29560.3809 2611.48389 1626.05859 1226.21375 3978.10352 1265.00586 5.61042929 -5.75496769 31.3326759 -75.7351608
2712600.00 29560.3809 2524.46069 1680.09155 1245.45691 4013.86328 1289.65503 0.424838960 -5.75496769 31.1203499 -75.7433167
2712800.00 29560.3809 3872.51489 1672.78906 1271.93237 4614.19287 1317.30164 -0.767302692 -5.75496769 31.1096687 -75.7115250
2713000.00 29560.3809 4356.00098 1647.32739 1203.16870 4728.40234 1251.97046 -4.20236301 -5.75496769 31.1732960 -75.7725677
2713200.00 29560.3809 3681.77246 1667.58521 1253.81287 4508.63916 1307.07898 -8.72953796 -5.75496769 31.2420444 -75.7786560
2713400.00 29560.3809 2445.93555 1670.34631 1260.57056 3985.37891 1311.18652 -5.53814030 -5.75496769 30.7042084 -75.7821274
2713600.00 29560.3809 2553.29980 1648.26489 1226.56360 3975.57593 1277.18652 -5.54113865 -5.75496769 30.6830559 -75.7648315
2713800.00 29560.3809 3194.48755 1704.25012 1289.31958 4370.73828 1334.45984 -0.440385222 -5.75496769 31.0349216 -75.7347107
2714000.00 29560.3809 3779.95752 1676.37097 1254.69263 4560.63281 1298.35535 0.898453593 -5.75496769 31.1443100 -75.7054138
2714200.00 29560.3809 3426.01221 1671.25793 1219.93457 4368.17334 1256.41223 8.17713928 -5.75496769 31.0680122 -75.7227707
2714400.00 29560.3809 2102.73999 1681.36365 1273.99731 3861.86865 1316.45667 2.44232130 -5.75496769 30.8798313 -75.7816162
2714600.00 29560.3809 1349.08740 1725.14185 1230.13110 3536.87500 1280.65320 -5.94841862 -5.75496769 31.1414871 -75.7151642
2714800.00 29560.3809 2277.01318 1630.74585 1244.02710 3856.41138 1290.95398 -2.23739052 -5.75496769 31.0563107 -75.7457581
2715000.00 29560.3809 3120.47900 1746.73535 1223.84705 4315.84521 1274.85059 -6.25929308 -5.75496769 31.0085773 -75.7528076
2715200.00 29560.3809 4574.30078 1660.83618 1282.19800 4915.05127 1312.79175 14.9438066 -5.75496769 30.2515125 -75.7891541
2715400.00 29560.3809 5108.02832 1672.25586 1255.23157 5129.59863 1284.20764 16.2156086 -5.75496769 30.5732937 -75.7650452
2715600.00 29560.3809 4982.78516 1695.18970 1298.67773 5141.98486 1333.89746 9.61500168 -5.75496769 30.9256725 -75.7604370
2715800.00 29560.3809 4094.06543 1693.95740 1243.12061 4702.06152 1281.84753 6.51370621 -5.75496769 30.5271778 -75.7677231
2716000.00 29560.3809 4202.27637 1700.24365 1224.56030 4736.43799 1285.34094 -15.2795601 -5.75496769 30.2695065 -75.7706223
2716200.00 29560.3809 4954.63135 1715.17859 1263.98230 5115.14160 1307.44116 1.71890807 -5.75496769 30.5679340 -75.7457733
2716400.00 29560.3809 5175.75000 1674.13782 1240.73364 5146.17773 1286.29895 -0.936591387 -5.75496769 31.1124668 -75.7411728
2716600.00 29560.3809 4281.69824 1672.77039 1250.02173 4768.66553 1300.51794 -5.83443022 -5.75496769 31.0236969 -75.6855850
2716800.00 29560.3809 3259.66382 1703.89526 1266.81030 4375.97217 1304.77063 7.28525209 -5.75496769 30.4720211 -75.7175827
2717000.00 29560.3809 2637.56396 1665.39856 1280.92358 4083.39673 1312.57434 13.2710619 -5.75496769 30.7877388 -75.7095566
2717200.00 29560.3809 3437.84619 1704.89111 1227.63281 4414.60645 1263.44739 8.56649971 -5.75496769 31.3210449 -75.7021179
2717400.00 29560.3809 4582.23682 1732.85352 1261.26367 4969.55518 1292.55640 12.9596138 -5.75496769 31.4682598 -75.7205353
2717600.00 29560.3809 4385.06104 1657.43237 1266.79260 4814.65918 1311.70215 -0.853483200 -5.75496769 31.6477985 -75.7039108
2717800.00 29560.3809 5989.77490 1635.76843 1288.42676 5506.43408 1325.38416 7.42607403 -5.75496769 31.3021812 -75.6856003
2718000.00 29560.3809 5177.21680 1726.86902 1239.93396 5198.74170 1288.69604 -4.18957663 -5.75496769 31.1343002 -75.7068787
2718200.00 29560.3809 5185.32568 1686.23303 1244.17908 5165.84668 1294.10498 -5.68204689 -5.75496769 31.5021992 -75.7460556
2718400.00 29560.3809 4693.88818 1634.25244 1182.31580 4840.14014 1201.62134 25.3894043 -5.75496769 31.0882511 -75.7831497
2718600.00 29560.3809 4966.97803 1680.79163 1238.64355 5060.73828 1270.81812 13.0356207 -5.75496769 30.6474209 -75.8576889
2718800.00 29560.3809 4594.46680 1688.35010 1252.50098 4921.56152 1283.42822 14.4322453 -5.75496769 30.5371990 -75.8966217
2719000.00 29560.3809 4613.83496 1624.93127 1215.47705 4829.46875 1251.68127 8.91174507 -5.75496769 30.7476273 -75.8635406
2719200.00 29560.3809 3532.70630 1707.10864 1217.28894 4447.37500 1264.38086 -1.70493829 -5.75496769 30.4535999 -75.8404694
2719400.00 29560.3809 5107.97217 1664.98352 1270.49292 5137.56299 1309.48096 6.03991222 -5.75496769 30.7944336 -75.8223648
2719600.00 29560.3809 3658.30347 1698.97827 1241.85266 4517.95410 1272.06494 14.7192364 -5.75496769 30.8792267 -75.8107376
2719800.00 29560.3809 3327.93604 1690.00378 1293.82104 4418.52441 1329.82068 8.81214714 -5.75496769 30.9924030 -75.8040924
2720000.00 29560.3809 1959.43555 1683.98914 1207.79834 3736.51538 1227.62854 24.7684269 -5.75496769 31.1649208 -75.7636337
2720200.00 29560.3809 2686.50610 1708.51929 1203.90857 4070.60181 1239.30176 9.79838276 -5.75496769 30.6285591 -75.8200607
2720400.00 29560.3809 2174.88550 1681.33960 1287.35718 3906.30688 1306.97876 25.4345589 -5.75496769 30.7565384 -75.8127289
2720600.00 29560.3809 4482.01855 1659.42493 1262.37122 4854.02930 1289.92761 17.2869549 -5.75496769 30.9781342 -75.8214798
