Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long 
2800200.00 30673.1152 3306.54712 1672.69861 1293.42676 4445.26270 1360.48755 -22.5373554 -5.54619360 30.9614697 -75.4848785
2800400.00 30673.1152 2796.96655 1603.90015 1240.90491 4095.98853 1309.66797 -23.8717995 -5.54619360 30.5836277 -75.4749756
2800600.00 30673.1152 2174.82080 1708.29004 1207.45667 3888.62231 1288.08276 -35.6916656 -5.54619360 30.5729694 -75.5074081
2800800.00 30673.1152 2715.49219 1727.74829 1219.18359 4161.66895 1292.45764 -28.3908997 -5.54619360 30.6119270 -75.4949951
2801000.00 30673.1152 3040.53931 1658.48999 1151.12134 4169.75391 1234.28906 -38.2057571 -5.54619360 30.5151291 -75.4771881
2801200.00 30673.1152 4236.57422 1700.83411 1199.48340 4795.48926 1283.96021 -39.8417549 -5.54619360 30.8360405 -75.4710388
2801400.00 30673.1152 4180.18604 1736.40405 1183.98193 4790.33350 1267.35510 -38.8544540 -5.54619360 30.9401913 -75.4590073
2801600.00 30673.1152 4401.63574 1639.76514 1176.50244 4785.27734 1255.36133 -34.3475304 -5.54619360 30.9482517 -75.4595108
2801800.00 30673.1152 3344.44922 1745.54041 1162.56226 4404.19482 1249.11560 -42.2422104 -5.54619360 31.1358681 -75.4469681
2802000.00 30673.1152 4008.24219 1648.55164 1219.36938 4660.95166 1291.09277 -27.3951054 -5.54619360 31.0909824 -75.4192123
2802200.00 30673.1152 4476.93799 1737.21680 1223.44482 4963.35693 1298.84412 -30.8628197 -5.54619360 30.8384953 -75.3749313
2802400.00 30673.1152 4649.25977 1657.87402 1251.75513 4989.41016 1331.43018 -35.0857201 -5.54619360 30.8357735 -75.4252167
2802600.00 30673.1152 4343.02490 1667.45349 1198.54773 4808.79248 1275.71436 -32.2687073 -5.54619360 30.5409241 -75.4388046
2802800.00 30673.1152 3545.05200 1658.69055 1256.15393 4500.67383 1336.01050 -34.7192688 -5.54619360 30.3393974 -75.4767532
2803000.00 30673.1152 3441.36499 1669.56592 1188.18628 4397.19824 1273.58191 -40.2493019 -5.54619360 30.3424988 -75.4887390
2803200.00 30673.1152 3380.78369 1611.20203 1234.75415 4358.30225 1325.87061 -46.2619896 -5.54619360 30.6850224 -75.5394592
2803400.00 30673.1152 4204.07031 1710.28406 1228.00208 4818.91797 1305.67896 -33.0096474 -5.54619360 30.8663292 -75.5334930
2803600.00 30673.1152 3843.07690 1642.62244 1212.31335 4574.08203 1289.33081 -32.2874870 -5.54619360 30.7634487 -75.4935379
