Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long 
2750200.00 28474.8887 5470.35449 1713.08606 1392.26746 5377.06592 1360.77966 75.4418869 -5.97435284 32.0210304 -75.9751816
2750400.00 28474.8887 5344.43604 1625.90149 1344.55090 5189.87402 1318.10413 70.6779556 -5.97435284 31.7903175 -76.0214081
2750600.00 28474.8887 5345.20068 1721.30481 1349.02075 5290.06494 1329.10876 64.2253876 -5.97435284 31.6884041 -76.0019150
2750800.00 28474.8887 5465.25195 1684.00220 1341.97498 5295.57080 1309.73401 76.5210495 -5.97435284 31.7449570 -76.0249481
2751000.00 28474.8887 4803.76514 1651.46545 1302.15186 4948.51074 1280.64197 65.8514786 -5.97435284 31.6677094 -76.0092621
2751200.00 28474.8887 4720.64404 1650.17444 1386.01672 4996.56592 1353.93408 76.6634369 -5.97435284 31.4538593 -76.0346375
2751400.00 28474.8887 4388.15039 1738.84595 1308.53040 4869.67480 1281.18347 71.9715118 -5.97435284 31.4177132 -76.0423584
2751600.00 28474.8887 4260.22998 1707.09558 1222.41504 4698.68652 1218.15051 48.7472496 -5.97435284 31.6103916 -76.0930099
2751800.00 28474.8887 4977.02393 1683.11975 1345.49133 5095.45459 1326.02356 63.5400276 -5.97435284 32.0277023 -76.1000748
2752000.00 28474.8887 5216.64990 1654.25317 1387.74084 5208.34912 1363.26587 68.5145035 -5.97435284 32.0768929 -76.1163788
2752200.00 28474.8887 4670.73242 1637.26221 1313.21240 4890.12256 1278.04163 79.3354416 -5.97435284 31.9268608 -76.0914536
2752400.00 28474.8887 4449.33936 1693.09924 1341.87988 4882.68750 1299.72644 87.1190872 -5.97435284 31.0961876 -76.0617828
2752600.00 28474.8887 4435.76514 1663.38562 1343.19214 4848.64941 1289.48877 98.5502396 -5.97435284 31.2108555 -76.0577545
2752800.00 28474.8887 5277.95850 1626.82251 1363.70605 5182.34375 1323.14905 85.5544586 -5.97435284 31.0812168 -76.0786667
2753000.00 28474.8887 5393.34717 1732.14368 1376.90430 5348.78125 1337.77124 84.5501328 -5.97435284 30.7222137 -76.1391678
2753200.00 28474.8887 5350.52930 1762.17480 1268.90088 5253.02783 1230.59302 83.8353043 -5.97435284 30.6425571 -76.1699295
2753400.00 28474.8887 4172.27930 1723.31580 1247.93115 4703.89893 1238.11328 55.2096977 -5.97435284 30.7841988 -76.1760712
2753600.00 28474.8887 3763.73120 1608.70190 1314.49805 4486.19092 1288.93970 70.8659363 -5.97435284 30.8318558 -76.1394730
2753800.00 28474.8887 4035.29370 1684.75659 1342.73987 4703.26123 1297.64209 89.8586731 -5.97435284 31.3805389 -76.1414719
2754000.00 28474.8887 3403.88428 1741.54541 1317.80664 4472.90723 1277.39319 85.4303741 -5.97435284 31.1212387 -76.1381454
2754200.00 28474.8887 3832.87842 1646.62634 1299.30823 4537.64111 1261.27478 82.7127914 -5.97435284 31.3897305 -76.0691376
2754400.00 28474.8887 3978.54590 1693.24036 1334.26917 4679.70850 1276.39648 102.767548 -5.97435284 31.1606808 -76.0555344
