Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long 
2350200.00 27942.2539 4253.80908 1672.86267 1344.63293 4750.96143 1336.35779 53.2882309 -6.08823633 31.2360249 -76.2492142
2350400.00 27942.2539 4327.61816 1667.46460 1307.85596 4738.86426 1316.85522 35.8143768 -6.08823633 31.4640427 -76.2777557
2350600.00 27942.2539 3294.10889 1652.89685 1285.16833 4280.44434 1279.48767 50.1534348 -6.08823633 31.7782345 -76.2510300
2350800.00 27942.2539 3295.36108 1771.85754 1258.00952 4372.75684 1270.93604 31.7385845 -6.08823633 31.5929012 -76.2579727
2351000.00 27942.2539 2178.55640 1671.32507 1251.99243 3811.09912 1287.66028 9.33518505 -6.08823633 31.3110809 -76.3141022
2351200.00 27942.2539 4063.96045 1706.38123 1300.22009 4662.70215 1318.63721 26.9251900 -6.08823633 30.9904804 -76.3327637
2351400.00 27942.2539 4441.68799 1703.82019 1310.12024 4823.96875 1307.19702 48.6004944 -6.08823633 30.6582222 -76.3355713
2351600.00 27942.2539 5520.12451 1696.97217 1277.79773 5224.27100 1276.63953 46.3280945 -6.08823633 31.1380424 -76.3079758
2351800.00 27942.2539 4347.47998 1748.95557 1297.64600 4818.23926 1295.57727 47.4060211 -6.08823633 30.9326248 -76.2699127
2352000.00 27942.2539 3801.20117 1702.80176 1308.04553 4559.87109 1310.08850 43.4543495 -6.08823633 30.7954941 -76.2928543
2352200.00 27942.2539 2504.84155 1688.43408 1278.09509 3987.27490 1301.22937 22.1741581 -6.08823633 30.9645329 -76.2730103
2352400.00 27942.2539 2840.95361 1717.75867 1348.25549 4223.72852 1352.74646 41.1545258 -6.08823633 30.6468410 -76.2923508
2352600.00 27942.2539 3689.11792 1709.83386 1314.31824 4527.50146 1290.31226 69.7505646 -6.08823633 30.5528831 -76.2975998
2352800.00 27942.2539 4110.21045 1687.74963 1288.80969 4651.50732 1304.94409 29.6183720 -6.08823633 30.5479031 -76.3006744
2353000.00 27942.2539 4968.45215 1673.84253 1247.03235 4945.56445 1249.94910 42.7469521 -6.08823633 30.6471462 -76.3109207
