Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long 
2800200.00 30299.1562 3536.41187 1672.69861 1308.36218 4543.73779 1360.48755 -7.56854963 -5.61464596 31.0352058 -75.5919800
2800400.00 30299.1562 3015.20239 1603.90015 1255.26636 4191.53027 1309.66797 -9.46531487 -5.61464596 30.6453571 -75.5817337
2800600.00 30299.1562 2374.99048 1708.29004 1220.74365 3978.49951 1288.08276 -22.3647919 -5.61464596 30.6402512 -75.6145477
2800800.00 30299.1562 2931.26270 1727.74829 1233.40881 4256.42969 1292.45764 -14.1289921 -5.61464596 30.6822319 -75.6019897
2801000.00 30299.1562 3250.56445 1658.48999 1164.31152 4259.16797 1234.28906 -24.9763451 -5.61464596 30.5828438 -75.5840836
2801200.00 30299.1562 4466.47266 1700.83411 1213.22839 4887.71680 1283.96021 -26.0636673 -5.61464596 30.9097805 -75.5779419
2801400.00 30299.1562 4408.00488 1736.40405 1197.58801 4881.81055 1267.35510 -25.2184372 -5.61464596 31.0169373 -75.5655975
2801600.00 30299.1562 4638.30176 1639.76514 1190.78357 4880.13135 1255.36133 -20.0353050 -5.61464596 31.0239105 -75.5662460
2801800.00 30299.1562 3554.74268 1745.54041 1175.42041 4491.73779 1249.11560 -29.3523998 -5.61464596 31.2108364 -75.5536575
2802000.00 30299.1562 4241.30615 1648.55164 1233.74792 4756.45703 1291.09277 -12.9843884 -5.61464596 31.1652164 -75.5257111
2802200.00 30299.1562 4712.76270 1737.21680 1237.49194 5057.19434 1298.84412 -16.7831516 -5.61464596 30.9118843 -75.4809341
2802400.00 30299.1562 4886.57910 1657.87402 1265.76758 5082.93359 1331.43018 -21.0411243 -5.61464596 30.9098282 -75.5313034
2802600.00 30299.1562 4575.91602 1667.45349 1212.45288 4901.92188 1275.71436 -18.3246708 -5.61464596 30.6082726 -75.5450439
2802800.00 30299.1562 3760.76367 1658.69055 1269.33337 4589.83838 1336.01050 -21.4934444 -5.61464596 30.3996010 -75.5833511
2803000.00 30299.1562 3656.75049 1669.56592 1201.44995 4486.86865 1273.58191 -26.9419746 -5.61464596 30.4057312 -75.5956116
2803200.00 30299.1562 3587.82812 1611.20203 1247.23303 4443.83203 1325.87061 -33.7423401 -5.61464596 30.7519054 -75.6471634
2803400.00 30299.1562 4437.97412 1710.28406 1242.22839 4913.57373 1305.67896 -18.7441959 -5.61464596 30.9348316 -75.6411819
2803600.00 30299.1562 4073.29370 1642.62244 1226.59204 4669.12988 1289.33081 -17.9719887 -5.61464596 30.8338776 -75.6006088
2803800.00 30299.1562 3006.99146 1681.97351 1176.36365 4187.07275 1231.37488 -10.1261492 -5.61464596 30.7132149 -75.5982513
2804000.00 30299.1562 1448.28271 1655.72034 1267.06079 3562.75146 1316.75244 -4.83899021 -5.61464596 30.7539940 -75.6066437
2804200.00 30299.1562 2459.71069 1702.24988 1262.26807 4051.42017 1325.50903 -18.4702225 -5.61464596 30.8571892 -75.6279068
2804400.00 30299.1562 2638.80005 1651.08191 1211.49731 4028.61792 1275.58008 -19.6147308 -5.61464596 31.1492023 -75.6173172
2804600.00 30299.1562 3735.06226 1766.11755 1177.44141 4594.01611 1242.32410 -19.9835358 -5.61464596 30.7670097 -75.6661606
2804800.00 30299.1562 2928.14648 1734.05969 1266.59314 4294.54834 1319.85229 -8.18071938 -5.61464596 30.5494785 -75.6278305
2805000.00 30299.1562 2700.76196 1710.25073 1200.54285 4104.21191 1260.56641 -14.9012146 -5.61464596 30.4873962 -75.6096954
2805200.00 30299.1562 1861.44617 1661.47461 1222.22217 3706.23657 1285.81238 -18.4102535 -5.61464596 30.4411964 -75.6212158
2805400.00 30299.1562 2646.58765 1714.02417 1244.57703 4128.08057 1292.61279 -3.02146769 -5.61464596 30.5624580 -75.5767975
2805600.00 30299.1562 3226.62305 1672.41150 1208.77808 4306.97656 1263.97644 -10.6951866 -5.61464596 31.0074654 -75.5105057
2805800.00 30299.1562 4165.59326 1724.00354 1171.73291 4736.43750 1231.49695 -15.2768726 -5.61464596 31.0248089 -75.5120239
2806000.00 30299.1562 3268.47681 1693.26599 1218.59680 4356.14453 1275.73511 -12.7045479 -5.61464596 31.0293694 -75.4631195
2806200.00 30299.1562 2334.21704 1678.41418 1225.84814 3935.71094 1281.30505 -10.6676159 -5.61464596 30.7136326 -75.5029984
2806400.00 30299.1562 2274.20581 1676.32825 1235.22034 3916.47925 1296.04724 -16.0702515 -5.61464596 30.7400875 -75.4967728
2806600.00 30299.1562 3278.06543 1694.72681 1165.28662 4308.53174 1217.80249 -8.12728786 -5.61464596 31.1154137 -75.5040436
2806800.00 30299.1562 3572.16016 1747.10242 1196.79492 4522.37109 1268.41846 -27.2162323 -5.61464596 31.0878334 -75.4952087
2807000.00 30299.1562 3287.43091 1681.02612 1217.12195 4350.80518 1270.46582 -8.77002239 -5.61464596 30.9185276 -75.4923019
2807200.00 30299.1562 2873.55298 1614.91687 1252.34070 4137.02930 1301.68518 -5.11021709 -5.61464596 31.2802563 -75.5145340
2807400.00 30299.1562 2234.69727 1673.71851 1241.59204 3902.78320 1295.53711 -9.79125404 -5.61464596 31.3660202 -75.5198746
2807600.00 30299.1562 1438.45483 1730.92773 1224.10535 3590.66040 1297.47498 -29.0548553 -5.61464596 31.1991386 -75.5139008
2807800.00 30299.1562 2081.02905 1698.13745 1221.96887 3839.67578 1287.33496 -20.3158264 -5.61464596 30.5004902 -75.5507278
2808000.00 30299.1562 2588.49731 1665.91528 1243.49573 4053.22168 1310.09033 -21.9455032 -5.61464596 30.8965912 -75.5457077
2808200.00 30299.1562 1570.45239 1755.59546 1242.28967 3691.84009 1306.45020 -19.6415901 -5.61464596 31.0466442 -75.5655746
2808400.00 30299.1562 1027.92383 1705.50488 1218.17407 3377.90015 1283.06873 -20.0597935 -5.61464596 30.7506695 -75.5854874
2808600.00 30299.1562 1692.50269 1659.85925 1191.49841 3599.24414 1242.07898 -5.26097107 -5.61464596 30.2596531 -75.5793228
2808800.00 30299.1562 2275.03882 1735.31897 1241.80115 3982.41895 1301.24646 -14.1878624 -5.61464596 30.3572407 -75.6147919
2809000.00 30299.1562 2549.33521 1668.01245 1231.18860 4025.70654 1297.26697 -20.9054146 -5.61464596 30.4583149 -75.6312943
2809200.00 30299.1562 1971.56299 1669.84839 1240.95349 3782.00024 1305.68579 -19.7478352 -5.61464596 30.6208572 -75.6053925
2809400.00 30299.1562 1629.90417 1752.30188 1235.00623 3707.53345 1293.07837 -13.4128609 -5.61464596 30.9301033 -75.5895081
2809600.00 30299.1562 1543.23926 1642.93005 1249.93750 3574.79736 1299.24329 -4.60765409 -5.61464596 30.8219376 -75.5200577
2809800.00 30299.1562 2117.17603 1758.88220 1256.69482 3951.11914 1319.26904 -17.7386112 -5.61464596 30.7078743 -75.5435486
2810000.00 30299.1562 3181.32910 1700.74255 1272.05139 4378.56641 1322.80176 -6.16408539 -5.61464596 30.9845085 -75.5707703
2810200.00 30299.1562 3322.16528 1680.68896 1224.12866 4372.82324 1285.33093 -17.0704517 -5.61464596 31.4053898 -75.5371704
2810400.00 30299.1562 2881.89014 1714.06848 1261.19287 4248.71729 1324.91211 -19.8215504 -5.61464596 31.5869637 -75.4846039
2810600.00 30299.1562 2086.22363 1713.06189 1228.77393 3863.70068 1301.97717 -29.1841774 -5.61464596 31.4834499 -75.5025024
2810800.00 30299.1562 1736.07690 1680.39111 1228.31628 3675.84888 1291.17615 -18.5501137 -5.61464596 31.2429142 -75.5525665
2811000.00 30299.1562 2839.17065 1734.16199 1242.94324 4231.68408 1308.08777 -20.7012272 -5.61464596 31.1763859 -75.6197128
2811200.00 30299.1562 2559.39868 1689.22034 1152.19128 3972.36426 1222.40063 -25.8454723 -5.61464596 31.2673588 -75.6311264
2811400.00 30299.1562 3347.36841 1694.51672 1242.54346 4416.20215 1318.11670 -31.2175999 -5.61464596 31.2620258 -75.6177597
2811600.00 30299.1562 3091.34644 1677.57446 1275.45276 4319.03760 1316.72620 2.90491271 -5.61464596 31.3898811 -75.5683594
2811800.00 30299.1562 2734.19238 1728.96130 1227.65771 4164.80957 1300.80615 -29.1089115 -5.61464596 31.5097942 -75.5492172
2812000.00 30299.1562 2674.59351 1684.40918 1169.50513 4035.76929 1225.27087 -11.6002922 -5.61464596 31.4002686 -75.5657959
2812200.00 30299.1562 3575.68530 1711.60376 1239.64868 4531.28369 1311.41797 -27.5361938 -5.61464596 31.3009377 -75.5340881
2812400.00 30299.1562 3914.19409 1644.69336 1251.57996 4625.88574 1318.25964 -22.1259365 -5.61464596 30.9874649 -75.5411148
2812600.00 30299.1562 3951.53149 1778.40576 1244.86804 4769.38477 1311.59900 -22.2313423 -5.61464596 31.0384808 -75.5381775
2812800.00 30299.1562 4100.85889 1717.10034 1220.62048 4749.81738 1267.53186 -2.78908348 -5.61464596 31.3913364 -75.5136337
2813000.00 30299.1562 2906.23999 1652.07153 1229.36230 4165.64941 1296.75671 -23.2187614 -5.61464596 31.3174419 -75.4931259
