3.500000000000000000e+02,2.399999999999999467e+00,8.999999999999999667e-02
3.600000000000000000e+02,2.022517059395552153e+00,9.257167803368669678e-02
3.700000000000000000e+02,1.628586830137620955e+00,9.514355819431875860e-02
3.800000000000000000e+02,1.219239568338017277e+00,9.771544799790672642e-02
3.900000000000000000e+02,7.969798646635327666e-01,1.002873378817949884e-01
4.000000000000000000e+02,3.598722029710154091e-01,1.028592374446718888e-01
4.100000000000000000e+02,-9.158680861476459212e-02,1.054311266712738976e-01
4.200000000000000000e+02,-5.546238311030032841e-01,1.080030199631161342e-01
4.300000000000000000e+02,-1.027860458654372477e+00,1.105749276221137667e-01
4.400000000000000000e+02,-1.510934548673150246e+00,1.131468312755191247e-01
4.500000000000000000e+02,-2.002056118076346536e+00,1.157187422352274342e-01
4.600000000000000000e+02,-2.500810061792556382e+00,1.182906551889759406e-01
4.700000000000000000e+02,-3.006838659090856680e+00,1.208625664877576444e-01
4.800000000000000000e+02,-3.513937421495188840e+00,1.234344971502295829e-01
4.900000000000000000e+02,-4.022611603337091779e+00,1.260064490927249037e-01
