3.500000000000000000e+02,-2.687255034780966056e+01
3.600000000000000000e+02,-2.623651094524159078e+01
3.700000000000000000e+02,-2.562419062041018236e+01
3.800000000000000000e+02,-2.496618786006121482e+01
3.900000000000000000e+02,-2.434463352322267937e+01
4.000000000000000000e+02,-2.370460690334299869e+01
4.100000000000000000e+02,-2.307141108381383532e+01
4.200000000000000000e+02,-2.243181113214789590e+01
4.300000000000000000e+02,-2.174095226566510064e+01
4.400000000000000000e+02,-2.112695076109611136e+01
4.500000000000000000e+02,-2.038596617719061399e+01
4.600000000000000000e+02,-1.974181435853803279e+01
4.700000000000000000e+02,-1.907395470344909683e+01
4.800000000000000000e+02,-1.824434898878167743e+01
4.900000000000000000e+02,-1.759160777171643630e+01
