3.500000000000000000e+02,-2.399999999999999467e+00
3.506999999999999886e+02,-2.374120776910299657e+00
3.513999999999999773e+02,-2.348154804255439210e+00
3.521000000000000227e+02,-2.322103766349329579e+00
3.528000000000000114e+02,-2.295969199292259511e+00
3.535000000000000000e+02,-2.269752458463090150e+00
3.541999999999999886e+02,-2.243454698514222301e+00
3.548999999999999773e+02,-2.217076863007358511e+00
3.556000000000000227e+02,-2.190619681333024982e+00
3.563000000000000114e+02,-2.164083671163377076e+00
3.570000000000000000e+02,-2.137469145307850038e+00
3.576999999999999886e+02,-2.110776222388568879e+00
3.583999999999999773e+02,-2.084004841175928657e+00
3.591000000000000227e+02,-2.057154778695028163e+00
3.598000000000000114e+02,-2.030225672318300312e+00
3.605000000000000000e+02,-2.003217046018129111e+00
3.611999999999999886e+02,-1.976128340786802884e+00
3.618999999999999773e+02,-1.948958948965341165e+00
3.626000000000000227e+02,-1.921708251915656751e+00
3.633000000000000114e+02,-1.894375660124414384e+00
3.640000000000000000e+02,-1.866960654512378914e+00
3.646999999999999886e+02,-1.839462827435178749e+00
3.653999999999999773e+02,-1.811881921655186689e+00
3.661000000000000227e+02,-1.784217865440646200e+00
3.668000000000000114e+02,-1.756470801940340776e+00
3.675000000000000000e+02,-1.728641111093931926e+00
3.681999999999999886e+02,-1.700729422584374317e+00
3.688999999999999773e+02,-1.672736618710948031e+00
3.696000000000000227e+02,-1.644663826544183527e+00
3.703000000000000114e+02,-1.616512399297842961e+00
3.710000000000000000e+02,-1.588283887463836086e+00
3.716999999999999886e+02,-1.559980000868006034e+00
3.723999999999999773e+02,-1.531602563350889623e+00
3.731000000000000227e+02,-1.503153462214136038e+00
3.738000000000000114e+02,-1.474634594856166325e+00
3.745000000000000000e+02,-1.446047815121316304e+00
3.751999999999999886e+02,-1.417394881803081930e+00
3.758999999999999773e+02,-1.388677411489276370e+00
3.766000000000000227e+02,-1.359896837540599757e+00
3.773000000000000114e+02,-1.331054376515949045e+00
3.780000000000000000e+02,-1.302151002831107851e+00
3.786999999999999886e+02,-1.273187431933070712e+00
3.793999999999999773e+02,-1.244164111825160512e+00
